sentence_id,sentence,aspect,polarity,from,to
2014_2041,"We have been to this place many times, and always have great food, wine, and service.",service,positive,77,84
2014_2042,"Hopefully next time, I will save room for dessert.",dessert,neutral,42,49
2014_2044,"Not a typical pizza joint, but good for a low key and fairly cheap nice sit down dinner.",dinner,positive,81,87
2014_2045,The corned beef was tender and melted in my mouth.,corned beef,positive,4,15
2014_2047,"The best Chicken pad tai, I've ever had.",Chicken pad tai,positive,9,24
2014_2049,$20 for all you can eat sushi cannot be beaten.,sushi,neutral,24,29
2014_2052,"Haru serves very fresh fish, has a trendy, modern ambiance, prime location on Park Avenue South and friendly service.",fish,positive,23,27
2014_2052,"Haru serves very fresh fish, has a trendy, modern ambiance, prime location on Park Avenue South and friendly service.",service,positive,109,116
2014_2052,"Haru serves very fresh fish, has a trendy, modern ambiance, prime location on Park Avenue South and friendly service.",ambiance,positive,50,58
2014_2052,"Haru serves very fresh fish, has a trendy, modern ambiance, prime location on Park Avenue South and friendly service.",location,positive,66,74
2014_2053,Warm and friendly in the winter and terrific outdoor seating in the warmer months.,outdoor seating,positive,45,60
2014_2054,"Very romantic fires - I've literally spent hours at Lanterna, drinking wine from their extensive wine and enjoying the ambience.",wine,positive,71,75
2014_2054,"Very romantic fires - I've literally spent hours at Lanterna, drinking wine from their extensive wine and enjoying the ambience.",ambience,positive,119,127
2014_2054,"Very romantic fires - I've literally spent hours at Lanterna, drinking wine from their extensive wine and enjoying the ambience.",wine,positive,97,101
2014_2055,We got a little tipsy from the sake but isn't that what Saturday nights with the girlfriends are all about?,sake,neutral,31,35
2014_2056,"I almost wanted to write a bad review, so no one would ever go here and I could have all the dumplings to myself!",dumplings,positive,93,102
2014_2059,"Always a nice crowd, but never loud.",crowd,positive,14,19
2014_2060,"My turkey burger was not cooked at all, my friends salmon was completely raw.",turkey burger,negative,3,16
2014_2060,"My turkey burger was not cooked at all, my friends salmon was completely raw.",salmon,negative,51,57
2014_2061,"The service is spotty, sometimes really friendly and sometimes barely there.",service,conflict,4,11
2014_2062,Decor is minimalist and clean - nothing to distract or commend.,Decor,neutral,0,5
2014_2063,"His drinks are very inventive, delicious and classy.",drinks,positive,4,10
2014_2064,"Great food, great prices, great service.",food,positive,6,10
2014_2064,"Great food, great prices, great service.",prices,positive,18,24
2014_2064,"Great food, great prices, great service.",service,positive,32,39
2014_2065,This isn't your corner Chinese food takeout.,Chinese food,neutral,23,35
2014_2066,Awsome Pizza especially the Margheritta slice.,Pizza,positive,7,12
2014_2066,Awsome Pizza especially the Margheritta slice.,Margheritta,positive,28,39
2014_2067,"This place, however, has a lot less pretension than Joya and the Thai food is still above-average.",place,positive,5,10
2014_2067,"This place, however, has a lot less pretension than Joya and the Thai food is still above-average.",Thai food,positive,65,74
2014_2069,"Try ordering from the regular menu, then you would not regret!",menu,positive,30,34
2014_2070,"Told us to sit anywhere, and when we sat he said the table was reserved.",table,negative,53,58
2014_2071,"uni from maine vs california, sea vs freshwater eel) to get a good taste comparison.",eel,neutral,48,51
2014_2072,"We started with lox and mussels (the best ive ever had, ever) and had the cod and trout for dinner.",lox,positive,16,19
2014_2072,"We started with lox and mussels (the best ive ever had, ever) and had the cod and trout for dinner.",mussels,positive,24,31
2014_2072,"We started with lox and mussels (the best ive ever had, ever) and had the cod and trout for dinner.",cod,neutral,74,77
2014_2072,"We started with lox and mussels (the best ive ever had, ever) and had the cod and trout for dinner.",trout,neutral,82,87
2014_2072,"We started with lox and mussels (the best ive ever had, ever) and had the cod and trout for dinner.",dinner,neutral,92,98
2014_2073,"The crispy chicken wasn't for us, though.",crispy chicken,negative,4,18
2014_2075,Food is great.,Food,positive,0,4
2014_2077,I recommend the meatballs and caprese salad and the beans on toast were a wonderful start to the meal!,meatballs,positive,16,25
2014_2077,I recommend the meatballs and caprese salad and the beans on toast were a wonderful start to the meal!,caprese salad,positive,30,43
2014_2077,I recommend the meatballs and caprese salad and the beans on toast were a wonderful start to the meal!,beans on toast,positive,52,66
2014_2077,I recommend the meatballs and caprese salad and the beans on toast were a wonderful start to the meal!,meal,neutral,97,101
2014_2078,This place is incredibly tiny.,place,negative,5,10
2014_2080,"I didn't complain, I liked the atmosphere so much.",atmosphere,positive,31,41
2014_2082,In reality (to maximize potential diners) they were still taking phone reservations and reallocating tables of those waiting in the lobby.,diners,neutral,34,40
2014_2082,In reality (to maximize potential diners) they were still taking phone reservations and reallocating tables of those waiting in the lobby.,reservations,negative,71,83
2014_2082,In reality (to maximize potential diners) they were still taking phone reservations and reallocating tables of those waiting in the lobby.,tables,negative,101,107
2014_2082,In reality (to maximize potential diners) they were still taking phone reservations and reallocating tables of those waiting in the lobby.,lobby,neutral,132,137
2014_2082,In reality (to maximize potential diners) they were still taking phone reservations and reallocating tables of those waiting in the lobby.,waiting,negative,117,124
2014_2083,"The wine is always good, the tapas are always yummy, especially with the warm pita bread.",wine,positive,4,8
2014_2083,"The wine is always good, the tapas are always yummy, especially with the warm pita bread.",tapas,positive,29,34
2014_2083,"The wine is always good, the tapas are always yummy, especially with the warm pita bread.",pita bread,positive,78,88
2014_2084,"But when you are seated the waitresses are great, they explain everything on the menu, and the price of the food is really cheap for the service you get.",waitresses,positive,28,38
2014_2084,"But when you are seated the waitresses are great, they explain everything on the menu, and the price of the food is really cheap for the service you get.",price,positive,95,100
2014_2084,"But when you are seated the waitresses are great, they explain everything on the menu, and the price of the food is really cheap for the service you get.",service,positive,137,144
2014_2084,"But when you are seated the waitresses are great, they explain everything on the menu, and the price of the food is really cheap for the service you get.",menu,neutral,81,85
2014_2084,"But when you are seated the waitresses are great, they explain everything on the menu, and the price of the food is really cheap for the service you get.",food,neutral,108,112
2014_2087,I've been to several places for Dim Sum and this has got to be the WORST.,Dim Sum,negative,32,39
2014_2089,"The freshest, best variety, and the fastest delivery.",variety,positive,19,26
2014_2089,"The freshest, best variety, and the fastest delivery.",delivery,positive,44,52
2014_2090,Go to Volare for 1st class service and terrific food.,service,positive,27,34
2014_2090,Go to Volare for 1st class service and terrific food.,food,positive,48,52
2014_2091,"It's super-trendy and there's always someone to take that empty seat, so it seems that customer service has been deemed not of the essence.",service,positive,96,103
2014_2091,"It's super-trendy and there's always someone to take that empty seat, so it seems that customer service has been deemed not of the essence.",seat,neutral,64,68
