sentence_id,sentence,aspect,from,to,polarity
2016_1660,Some Pineapple covered in a glaze of some kind and some pear tart thing Not impressive at all.,[ASPECT],0,0,negative
2016_1661,"I read reviews that called the restaurant too expensive and I thought to myself, but may be it is worth it.",restaurant,31,41,negative
2016_1661,"I read reviews that called the restaurant too expensive and I thought to myself, but may be it is worth it.",restaurant,31,41,negative
2016_1663,"The Four Seasons has history and it is a sort of landmark of New York City restaurants, but trust me, they will charge you through the nose just so that you can say ""I've been to the four seasons restaurant"".",The Four Seasons,0,16,neutral
2016_1663,"The Four Seasons has history and it is a sort of landmark of New York City restaurants, but trust me, they will charge you through the nose just so that you can say ""I've been to the four seasons restaurant"".",The Four Seasons,0,16,negative
2016_1664,"I wanted to go there to see if it was worth it and sadly, curiousity got the best of me and I paid dearly for it.",[ASPECT],0,0,negative
2016_1664,"I wanted to go there to see if it was worth it and sadly, curiousity got the best of me and I paid dearly for it.",[ASPECT],0,0,negative
2016_1665,"All in all, the food was great (except for the dessserts).",food,16,20,positive
2016_1665,"All in all, the food was great (except for the dessserts).",dessserts,47,56,negative
2016_1666,The environment is very upscale and you will see a lot of rich guys with trophy wives or just highly paid escorts.,environment,4,15,neutral
2016_1666,The environment is very upscale and you will see a lot of rich guys with trophy wives or just highly paid escorts.,[ASPECT],0,0,neutral
2016_1667,"If you are going for the food, it will not be worth it.",food,25,29,negative
2016_1669,"You would think they would make up for it with service, sadly, no.",service,47,54,negative
2016_1670,"Service was just ok, it is not what you'd expect for $500.",Service,0,7,negative
2016_1670,"Service was just ok, it is not what you'd expect for $500.",[ASPECT],0,0,negative
2016_1671,Terrible Waste of money.. scammers,[ASPECT],0,0,negative
2016_1671,Terrible Waste of money.. scammers,[ASPECT],0,0,negative
2016_1672,I agree that dining at Casa La Femme is like no other dining experience!,Casa La Femme,23,36,negative
2016_1674,I am actually offended to have spent so much money on such a bad experience.,[ASPECT],0,0,negative
2016_1674,I am actually offended to have spent so much money on such a bad experience.,[ASPECT],0,0,negative
2016_1675,I literally just got back home after visiting Casa La Femme and was so offended by my visit felt it necessary to try and warn other diners who value their money and time.,Casa La Femme,46,59,negative
2016_1675,I literally just got back home after visiting Casa La Femme and was so offended by my visit felt it necessary to try and warn other diners who value their money and time.,Casa La Femme,46,59,negative
2016_1677,"Our visit their to say the least, was an unpleasant and costly experience!",[ASPECT],0,0,negative
2016_1677,"Our visit their to say the least, was an unpleasant and costly experience!",[ASPECT],0,0,negative
2016_1678,And even more so unpleasant because it was so costly for such an unpleasant experience.,[ASPECT],0,0,negative
2016_1678,And even more so unpleasant because it was so costly for such an unpleasant experience.,[ASPECT],0,0,negative
2016_1679,We did arrive late for our reservation so I can not complain too much about the wait for a table.,wait,80,84,neutral
2016_1680,Although we were told 10-15 minutes and it was more like 45 minutes.,[ASPECT],0,0,negative
2016_1681,We were ushered to the bar to wait momentarily and upon arrival were so excited.,[ASPECT],0,0,positive
2016_1682,The place is beautiful!,place,4,9,positive
2016_1683,The hostess was very pleasant.,hostess,4,11,positive
2016_1684,"However, our $14 drinks were were horrible!",drinks,17,23,negative
2016_1684,"However, our $14 drinks were were horrible!",drinks,17,23,negative
2016_1685,"Once we finally got a table, despite indicating we wanted an alla carte menu we were pushed into a table that was only price fixed!",[ASPECT],0,0,negative
2016_1687,Our experience did not ever get any better.,[ASPECT],0,0,negative
2016_1688,For each course we waited over 1/2 hour to 45 minutes and were never offered a drink.,[ASPECT],0,0,negative
2016_1689,We also asked for Hooka six times and the waiter kept telling us one minute and never returning with the Hooka.,waiter,42,48,negative
2016_1690,After the 4th time i asked again and the waiter than said after our dinner.,waiter,41,47,negative
2016_1691,We asked for beverages and never received them.,[ASPECT],0,0,negative
2016_1692,We asked for sides which the waiter than admitted that he forgot to put in that part of our order.,waiter,29,35,negative
2016_1693,My chicken was inedible as there were so many fatty lumps which i had to keep spitting out into my napkin.,chicken,3,10,negative
2016_1694,I would not expect this for a $55 dinner.,dinner,34,40,negative
2016_1694,I would not expect this for a $55 dinner.,dinner,34,40,negative
2016_1695,By the time we finished our dinner we still had not received one beverage NOR hooka!,[ASPECT],0,0,negative
2016_1696,What we did do was waste 3 hours being trapped in a table waiting and waiting for food and drinks and hooka.. some of which we never received!,[ASPECT],0,0,negative
2016_1697,The only beverage we did receive was water in dirty glasses!,[ASPECT],0,0,negative
2016_1698,To top it all off.. the main reason we came to your restaurant was for the belly dancers and missed the first show as we were not seated yet and the 2nd belly dancer only danced at two tables in the back of the restaurant and never made it around to the other half of the restaurant.,[ASPECT],0,0,negative
2016_1698,To top it all off.. the main reason we came to your restaurant was for the belly dancers and missed the first show as we were not seated yet and the 2nd belly dancer only danced at two tables in the back of the restaurant and never made it around to the other half of the restaurant.,[ASPECT],0,0,negative
2016_1699,"By the time we left our wallets were empy and so were our stomachs AND we missed the show we were supposed to see following our dinner, which would have been acceptable if we got to enjoy the experience of good food and belly dancers!",food,211,215,negative
2016_1699,"By the time we left our wallets were empy and so were our stomachs AND we missed the show we were supposed to see following our dinner, which would have been acceptable if we got to enjoy the experience of good food and belly dancers!",[ASPECT],0,0,negative
2016_1699,"By the time we left our wallets were empy and so were our stomachs AND we missed the show we were supposed to see following our dinner, which would have been acceptable if we got to enjoy the experience of good food and belly dancers!",[ASPECT],0,0,negative
2016_1700,If it seemed possible to do so while there I would have fought my bill since my dinner portion of my meal was inedible!,meal,101,105,negative
2016_1700,If it seemed possible to do so while there I would have fought my bill since my dinner portion of my meal was inedible!,[ASPECT],0,0,negative
2016_1701,"I have never left a restaurant feeling as if i was abused, and wasted my hard earned money.",restaurant,20,30,negative
2016_1701,"I have never left a restaurant feeling as if i was abused, and wasted my hard earned money.",restaurant,20,30,negative
2016_1702,MY husbands birthday and my sons was not as it was intended... and we drove two hours to spend too much money to be treated terribly!,[ASPECT],0,0,negative
2016_1702,MY husbands birthday and my sons was not as it was intended... and we drove two hours to spend too much money to be treated terribly!,[ASPECT],0,0,negative
2016_1702,MY husbands birthday and my sons was not as it was intended... and we drove two hours to spend too much money to be treated terribly!,[ASPECT],0,0,negative
2016_1703,I wish I COULD be refunded!,[ASPECT],0,0,negative
2016_1704,Don't go with a larger group than 4!,[ASPECT],0,0,negative
2016_1708,"At first we were a little taken aback, as this seemed to present a problem, although the restaurant looked fairly empty, but they hastily put the table together for us.",[ASPECT],0,0,positive
2016_1709,The menu is fairly simple without much descriptions.,menu,4,8,neutral
2016_1710,"There was no tap beer that evening, which was a disappointment.",beer,17,21,negative
2016_1711,"Not much of a selection of bottled beer either, we went with Brahma.",selection of bottled beer,14,39,negative
2016_1712,The appetizers we ordered were served quickly - an order of fried oysters and clams were delicious but a tiny portion (maybe 3 of each).,fried oysters and clams,60,83,positive
2016_1712,The appetizers we ordered were served quickly - an order of fried oysters and clams were delicious but a tiny portion (maybe 3 of each).,fried oysters and clams,60,83,negative
2016_1712,The appetizers we ordered were served quickly - an order of fried oysters and clams were delicious but a tiny portion (maybe 3 of each).,[ASPECT],0,0,positive
2016_1713,"The lobster knuckles (special of the day) were ok, but pretty tasteless.",lobster knuckles,4,20,neutral
2016_1713,"The lobster knuckles (special of the day) were ok, but pretty tasteless.",lobster knuckles,4,20,negative
2016_1714,"I believe there were 2 shrimp in the ""salt encrusted shrimp"" appetizer.","""salt encrusted shrimp"" appetizer",37,70,negative
2016_1718,"She replied ""well it would be more convenient for us if you ordered now, since you are a larger party, and it might get crowded.""",[ASPECT],0,0,negative
2016_1720,The food arrived in about 15 minutes.,[ASPECT],0,0,neutral
2016_1721,I had the Thai style Fried Sea Bass...which was very good.,Thai style Fried Sea Bass,10,35,positive
2016_1722,"Everyone seemed generally happy with their food, except my brother who had the grilled Mahi Mahi, seemingly drenched in Grapfruit Juice!",food,43,47,positive
2016_1722,"Everyone seemed generally happy with their food, except my brother who had the grilled Mahi Mahi, seemingly drenched in Grapfruit Juice!",grilled Mahi Mahi,79,96,negative
2016_1722,"Everyone seemed generally happy with their food, except my brother who had the grilled Mahi Mahi, seemingly drenched in Grapfruit Juice!",grilled Mahi Mahi,79,96,negative
2016_1723,I heard the lobster roll was excellent.,lobster roll,12,24,positive
