sentence_id,sentence,aspect,from,to,polarity
2015_1286,"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.",food,99,103,positive
2015_1286,"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.",wine,108,112,positive
2015_1286,"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.",food,99,103,positive
2015_1286,"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.",wine,108,112,positive
2015_1287,"If you go, try the marinara/arrabiatta sauce, the mozzarella en Carozza is mmmmmmmm..... everything is just delicious.",marinara/arrabiatta sauce,19,44,positive
2015_1287,"If you go, try the marinara/arrabiatta sauce, the mozzarella en Carozza is mmmmmmmm..... everything is just delicious.",mozzarella en Carozza,50,71,positive
2015_1287,"If you go, try the marinara/arrabiatta sauce, the mozzarella en Carozza is mmmmmmmm..... everything is just delicious.",[ASPECT],0,0,positive
2015_1288,Check out the secret back room.,back room,21,30,positive
2015_1289,I pray it stays open forever.,[ASPECT],0,0,positive
2015_1290,Thank You Emilio.,Emilio,10,16,positive
2015_1291,"I found the food, service and value exceptional everytime I have been there.",food,12,16,positive
2015_1291,"I found the food, service and value exceptional everytime I have been there.",service,18,25,positive
2015_1291,"I found the food, service and value exceptional everytime I have been there.",[ASPECT],0,0,positive
2015_1292,The food was authentic.,food,4,8,positive
2015_1293,I felt as though I were eating in Paris.,[ASPECT],0,0,positive
2015_1294,The service was excellent - friendly and attentive.,service,4,11,positive
2015_1295,The prices are wonderfully low.,[ASPECT],0,0,positive
2015_1296,Very good wine choices.,wine choices,10,22,positive
2015_1297,Who has room for Cheesesticks with the best pizza in NYC!,pizza,44,49,positive
2015_1298,Get the pepperoni - YUM - and a family style salad.,pepperoni,8,17,positive
2015_1298,Get the pepperoni - YUM - and a family style salad.,family style salad,32,50,positive
2015_1299,Great staff.,staff,6,11,positive
2015_1300,Always great service!,service,13,20,positive
2015_1301,I go twice a month!,[ASPECT],0,0,positive
2015_1302,Fantastic!,[ASPECT],0,0,positive
2015_1303,"The food is good, I can't lie.",food,4,8,positive
2015_1304,But the staff was so horrible to us.,staff,8,13,negative
2015_1305,The hostess and the waitress were incredibly rude and did everything they could to rush us out.,hostess,4,11,negative
2015_1305,The hostess and the waitress were incredibly rude and did everything they could to rush us out.,waitress,20,28,negative
2015_1306,We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,waitress,40,48,negative
2015_1307,"This place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.",place,5,10,negative
2015_1307,"This place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.",food,35,39,positive
2015_1307,"This place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.",service,61,68,negative
2015_1308,Save yourself the time and trouble and skip this one!,[ASPECT],0,0,negative
2015_1309,Amma is nothing special.,Amma,0,4,neutral
2015_1310,I ate here a week ago and found most dishes average at best and too expensive.,dishes,37,43,negative
2015_1310,I ate here a week ago and found most dishes average at best and too expensive.,dishes,37,43,negative
2015_1311,Will not be back.,[ASPECT],0,0,negative
2015_1312,"Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections.",vegetarian dishes,31,48,negative
2015_1312,"Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections.",non-veg selections,89,107,positive
2015_1313,Decor is nice though service can be spotty.,Decor,0,5,positive
2015_1313,Decor is nice though service can be spotty.,service,21,28,negative
2015_1314,This place is always packed.,place,5,10,neutral
2015_1315,"Most importantly, food is excellent.",food,18,22,positive
2015_1316,Try the sea bass.,sea bass,8,16,positive
2015_1317,Highly recommended.,[ASPECT],0,0,positive
2015_1318,First of all Dal Bukhara Rocks.,Dal Bukhara,13,24,positive
2015_1319,I am happy i did the food was awsome.,food,21,25,positive
2015_1320,JUST AWSOME.,[ASPECT],0,0,positive
2015_1321,and yes Dal Bukhara is so dam good and so are all the kababs.,kababs,54,60,positive
2015_1321,and yes Dal Bukhara is so dam good and so are all the kababs.,Dal Bukhara,8,19,positive
2015_1322,but overall i give it a 10,[ASPECT],0,0,positive
2015_1323,10,[ASPECT],0,0,positive
2015_1324,Haru on Park S is simply disgusting.,Haru on Park S,0,14,negative
2015_1325,The fish was not fresh and the rice tasted old and stale.,fish,4,8,negative
2015_1325,The fish was not fresh and the rice tasted old and stale.,rice,31,35,negative
2015_1326,"Quite frankly, this is some of the worst sushi I have ever tried.",sushi,41,46,negative
2015_1327,Will never be back.,[ASPECT],0,0,negative
2015_1328,honestly the worst sushi my husband and i had in our entire lives.,sushi,19,24,negative
2015_1329,not sure why this restaurant would be rated that highly.,restaurant,18,28,negative
2015_1330,the all-u-can-eat sushi is definitely in very poor quality.,all-u-can-eat sushi,4,23,negative
2015_1331,"limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart rice.",menu,8,12,negative
2015_1331,"limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart rice.",ingredients,26,37,negative
2015_1331,"limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart rice.",fish,53,57,negative
2015_1331,"limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart rice.",rice,70,74,negative
2015_1332,"the only things u could really taste are the very salty soy sauce (even its low sodium), the vinegar-soaked rice, and the scallion on top of the fish.",soy sauce,56,65,negative
2015_1332,"the only things u could really taste are the very salty soy sauce (even its low sodium), the vinegar-soaked rice, and the scallion on top of the fish.",rice,108,112,negative
2015_1333,the waitstaffs are nice though.,waitstaffs,4,14,positive
2015_1334,wont come back again for sure!,[ASPECT],0,0,negative
2015_1335,I have been to Roth's twice and both times were very disappointing.,Roth's,15,21,negative
2015_1336,"Both times I was extremely dissappointed by the service, which was boarderline rude.",service,48,55,negative
2015_1337,They wouldnt even let me finish my glass of wine before offering another.,[ASPECT],0,0,negative
2015_1338,Much of the time it seems like they do not care about you.,[ASPECT],0,0,negative
2015_1339,"The dinner was ok, nothing I would have again.",dinner,4,10,negative
2015_1340,"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.",eggs benedict,12,25,negative
2015_1341,This was a great surprise.,[ASPECT],0,0,positive
2015_1342,With the theater 2 blocks away we had a delicious meal in a beautiful room.,meal,50,54,positive
2015_1342,With the theater 2 blocks away we had a delicious meal in a beautiful room.,room,70,74,positive
2015_1342,With the theater 2 blocks away we had a delicious meal in a beautiful room.,[ASPECT],0,0,positive
2015_1343,The service was attentive.,service,4,11,positive
2015_1344,I look forward to eating here again,[ASPECT],0,0,positive
2015_1345,Planet Thai is great!,Planet Thai,0,11,positive
2015_1346,"We love the food, drinks, and atmosphere!",food,12,16,positive
2015_1346,"We love the food, drinks, and atmosphere!",drinks,18,24,positive
2015_1346,"We love the food, drinks, and atmosphere!",atmosphere,30,40,positive
2015_1347,"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!",svc,4,7,negative
2015_1347,"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!",restaurant,79,89,positive
2015_1348,"Try the Pad Thai, it's fabulous and their prices are so cheap!",Pad Thai,8,16,positive
2015_1348,"Try the Pad Thai, it's fabulous and their prices are so cheap!",[ASPECT],0,0,positive
2015_1349,"Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!",portions,42,50,positive
2015_1349,"Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!",food,68,72,positive
2015_1349,"Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!",[ASPECT],0,0,positive
2015_1350,"They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.",[ASPECT],0,0,negative
2015_1351,"Also, the sandwiches (nearing $7) didn't come with anything like chips or a side.",sandwiches,10,20,negative
2015_1351,"Also, the sandwiches (nearing $7) didn't come with anything like chips or a side.",sandwiches,10,20,negative
2015_1352,"Overall, not worth the money.",[ASPECT],0,0,negative
2015_1352,"Overall, not worth the money.",[ASPECT],0,0,negative
2015_1353,"Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.",atmosphere,15,25,positive
2015_1353,"Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.",[ASPECT],0,0,negative
2015_1354,Chennai Garden is my favorite Indian restaurant in the city.,Chennai Garden,0,14,positive
2015_1355,They have authentic Indian at amazin prices.,Indian,20,26,positive
2015_1355,They have authentic Indian at amazin prices.,Indian,20,26,positive
2015_1356,This restaurant is VEGETARIAN; there are NO MEAT dishes whatsoever.,MEAT dishes,44,55,negative
